,close,volume
2021-09-03,34.8858314476339,4511414
2021-09-06,38.49019770593721,18526510
2021-09-07,37.690185051960185,3218039
2021-09-08,32.3253459780552,12951277
2021-09-09,32.83045897227252,11221728
2021-09-10,33.33156933568758,14287361
2021-09-13,26.755159070259896,8436038
2021-09-14,30.935349624734773,18471319
2021-09-15,33.46906210017777,12907632
2021-09-16,34.490268231116154,8061222
2021-09-17,33.813549661784194,7337061
2021-09-20,34.79333502411677,10098875
2021-09-21,37.70245996773206,8841672
2021-09-22,40.09709478262138,18411690
2021-09-23,39.302093264731404,19209973
2021-09-24,37.80723910883626,9527816
2021-09-27,34.20572871944998,3545052
2021-09-28,32.64162268406591,1312800
2021-09-29,34.39102828166437,4022750
2021-09-30,38.51418705396833,16009520
2021-10-01,46.89672418071595,16744251
2021-10-04,52.42340663991694,17357135
2021-10-05,44.77565550467638,2749848
2021-10-06,49.93519201634635,3190872
2021-10-07,50.540606472213085,1679675
2021-10-08,49.02291627126846,16797048
2021-10-11,43.619601128530746,15583134
2021-10-12,41.6331328583866,6135109
2021-10-13,38.143968903911016,17352073
2021-10-14,44.123124010163814,18353165
2021-10-15,41.64072341033792,6015406
2021-10-18,40.54483672898362,1491514
2021-10-19,37.702944720891125,8256124
2021-10-20,39.70695636170288,13852456
2021-10-21,36.423526500344245,15618331
2021-10-22,36.620870632729876,4284921
2021-10-25,40.60637600356004,18184593
2021-10-26,36.22879364866859,15890482
2021-10-27,40.71170519020511,19041071
2021-10-28,44.609354205992,11792422
2021-10-29,42.458100988041096,5345675
2021-11-01,36.078912489077695,15920146
2021-11-02,36.082065919410745,5896386
2021-11-03,35.906448770018315,16941154
2021-11-04,36.61468509730728,9246680
2021-11-05,38.28917410870021,6449006
2021-11-08,39.86329666550326,15096260
2021-11-09,48.9398486022123,2147509
2021-11-10,46.762289152786465,14553495
2021-11-11,51.85156921062696,8968030
2021-11-12,60.351154043397386,9925325
2021-11-15,58.552967161112605,5627346
2021-11-16,59.520004477583484,4699406
2021-11-17,47.19433335963402,3498372
2021-11-18,47.56054627440671,8621718
2021-11-19,47.586749409650984,7438561
2021-11-22,48.98990030830502,5491611
2021-11-23,56.97548337283843,18546995
2021-11-24,57.801792431146474,9654877
2021-11-25,65.0187929429643,17310162
2021-11-26,56.707397092050265,13939052
2021-11-29,61.46101778242712,17695778
2021-11-30,67.54558066525439,19555965
2021-12-01,59.427790497502755,7015334
2021-12-02,58.0730546966856,8976831
2021-12-03,60.45665825339,11625994
2021-12-06,59.977784295088995,3058105
2021-12-07,59.98491094701547,14572831
2021-12-08,56.3308285321595,12765153
2021-12-09,63.98905072322819,1108793
2021-12-10,61.02512306268123,7127023
2021-12-13,50.91457975786255,17461271
2021-12-14,47.31006908910247,19836526
2021-12-15,44.96399151997073,19622116
2021-12-16,44.65662250270101,13922682
2021-12-17,45.837288965410096,15262684
2021-12-20,44.7488117927886,15089492
2021-12-21,44.4076851030195,12161433
2021-12-22,42.971767774304766,17146147
2021-12-23,38.468857392422514,19920797
2021-12-24,36.68403641291956,2493449
2021-12-27,41.27151589972607,13161745
2021-12-28,43.67591246484414,7412984
2021-12-29,45.666718300574736,4174999
2021-12-30,44.16175754417188,10133970
2021-12-31,49.261114561861135,14011798
2022-01-03,54.223698829214904,12686127
2022-01-04,45.23380974301242,2775491
2022-01-05,51.24196110997087,13864893
2022-01-06,51.85452962823151,8987510
2022-01-07,56.86974777614948,10090996
2022-01-10,53.355782941740635,16049583
2022-01-11,48.633243575318815,15423737
2022-01-12,49.71653824971769,14393705
2022-01-13,45.372151631303666,1272804
2022-01-14,40.46892752285068,14095762
2022-01-17,40.01745068351791,1452961
2022-01-18,41.18713824484267,17355488
2022-01-19,41.81962653776417,13037411
2022-01-20,36.7200090522191,9944388
2022-01-21,36.80509601414294,2589150
2022-01-24,40.94269030967933,8244269
2022-01-25,39.11305556685046,5477224
2022-01-26,45.185331303799956,4636210
2022-01-27,52.00954412735325,14187651
2022-01-28,47.8010401356297,10998562
2022-01-31,40.09382982071313,13941243
2022-02-01,40.18120791008372,16782014
2022-02-02,41.2177732310541,15091545
2022-02-03,46.1316472538073,1453677
2022-02-04,49.03292424825445,8178652
2022-02-07,53.34224896960606,18240405
2022-02-08,50.93575784369428,14108283
2022-02-09,49.34258828298016,14739595
2022-02-10,62.004575245985535,5009638
2022-02-11,62.662792237698504,3209720
2022-02-14,61.524794619407814,15989106
2022-02-15,70.3623546972672,10153981
2022-02-16,71.34733683150901,18601819
2022-02-17,68.74104568585891,4552103
2022-02-18,67.68976415838627,3836290
2022-02-21,67.9576217398644,5918998
2022-02-22,65.03319263133169,1785170
2022-02-23,61.232916017301804,19692158
2022-02-24,53.99063781844085,3119695
2022-02-25,54.77702018687879,13792716
2022-02-28,51.892265548208364,14455897
2022-03-01,47.997989523301456,10311379
2022-03-02,48.50739268126599,14090030
2022-03-03,40.289171227387676,9928146
2022-03-04,44.71949134798359,10129258
2022-03-07,48.20282074813998,13436701
2022-03-08,52.11908569960224,13919086
2022-03-09,49.80859455689662,9649181
2022-03-10,46.88055039304819,6434760
2022-03-11,50.11645981209598,18633013
2022-03-14,55.269961382055726,18912203
2022-03-15,55.13808793759703,9065986
2022-03-16,59.5474835547749,17201658
2022-03-17,61.74509314160093,16545266
2022-03-18,64.31266435557534,16191110
2022-03-21,64.53515334001196,1972007
2022-03-22,64.17853548365582,11233842
2022-03-23,71.83065518425161,15029720
2022-03-24,85.74854558830275,16754329
2022-03-25,89.20911556735943,11156769
2022-03-28,69.87300758293598,7656071
2022-03-29,70.49794958587903,5598176
2022-03-30,64.56170462262259,3437878
2022-03-31,60.43520136016597,19920721
2022-04-01,63.13461927652355,8182631
2022-04-04,57.8769776703988,7817258
2022-04-05,58.56281723236682,11698518
