Date,JPM,BAC,WFC,C,GS,MS,USB,PNC,TFC,COF,SCHW,BK,STT,FITB,KEY,RF,CFG,HBAN,MTB,ZION,XOM,CVX,COP,SLB,EOG,PSX,VLO,MPC,OXY,DVN,FANG,BKR,HAL,KMI,WMB,OKE,TRGP,APA,CTRA,AAPL,MSFT,NVDA,AMD,INTC,QCOM,TXN,AVGO,MU,ADI,MRVL,ON,SWKS,MCHP,TER,KLAC,LRCX,AMAT,NXPI,ASML,WMT,TGT,COST,HD,LOW,TJX,ROST,KR,DG,BBY,DLTR,BURL,ULTA,TSCO,ORLY,AZO,GPC,FIVE,WSM,M,JNJ,PFE,MRK,ABBV,LLY,BMY,AMGN,GILD,CVS,CI,UNH,HUM,ELV,VRTX,REGN,ZTS,BDX,SYK,BSX,MDT,HON,UNP,UPS,CAT,DE,BA,LMT,RTX,GE,MMM,EMR,ETN,ITW,PH,ROK,CMI,PCAR,FDX,NSC,CSX
2021-07-02,138.30210876464844,36.40794372558594,39.956993103027344,59.220733642578125,331.4726867675781,78.34022521972656,46.286338806152344,160.67019653320312,44.11784744262695,143.57972717285156,68.12591552734375,44.61062240600586,71.95703125,31.877614974975586,16.251846313476562,16.499696731567383,37.40748977661133,11.503584861755371,124.51702880859375,44.800411224365234,52.561702728271484,86.39613342285156,52.50236129760742,29.383121490478516,67.02348327636719,72.77473449707031,66.18106079101562,54.23814010620117,30.435516357421875,22.82025718688965,79.32659912109375,20.894350051879883,21.620641708374023,14.08614444732666,21.421754837036133,43.548988342285156,40.408843994140625,18.556962966918945,13.833576202392578,136.42628479003906,266.4598083496094,20.416385650634766,94.69999694824219,51.941890716552734,127.99105072021484,166.74871826171875,42.621395111083984,78.34484100341797,156.80953979492188,56.31780242919922,38.400001525878906,165.63784790039062,66.6590347290039,126.04816436767578,29.640647888183594,59.941429138183594,132.46107482910156,185.27293395996094,656.8173217773438,43.81565475463867,211.9056854248047,377.9571533203125,284.9376220703125,178.00228881835938,63.45685577392578,119.47341918945312,34.492469787597656,201.97280883789062,91.94086456298828,99.44999694824219,331.92999267578125,351.8999938964844,34.37908172607422,38.79199981689453,1549.449951171875,111.80775451660156,197.61000061035156,73.47750091552734,15.36180591583252,146.81045532226562,30.748563766479492,67.24837493896484,95.47854614257812,223.17816162109375,55.16777420043945,212.46902465820312,57.74003601074219,69.8416519165039,217.09518432617188,374.97637939453125,429.7303161621094,360.36517333984375,200.5399932861328,578.8589477539062,183.2090606689453,174.66343688964844,251.98924255371094,43.91999816894531,108.44022369384766,187.083740234375,200.7262420654297,168.75836181640625,199.11781311035156,330.07476806640625,236.67999267578125,333.3821105957031,77.66461181640625,65.09501647949219,139.8311309814453,88.13359832763672,139.80712890625,200.49497985839844,289.03424072265625,262.2711486816406,215.11280822753906,48.92835235595703,218.5394287109375,243.85415649414062,30.444202423095703
2021-07-06,135.9798126220703,35.4524040222168,38.55623245239258,57.370338439941406,327.6632995605469,76.79093933105469,45.0321044921875,156.64498901367188,42.85013961791992,141.8465576171875,66.22627258300781,43.087039947509766,69.9084243774414,30.94881820678711,15.734179496765137,15.945903778076172,36.310855865478516,11.19896125793457,120.81385040283203,43.50502014160156,51.0639762878418,84.70194244384766,50.43574142456055,27.931440353393555,65.42154693603516,69.91839599609375,63.324283599853516,52.37306594848633,28.501768112182617,21.735063552856445,73.75287628173828,19.882911682128906,20.21138572692871,13.98753547668457,21.00826644897461,42.86603927612305,39.669212341308594,17.753149032592773,13.18221664428711,138.4342803955078,266.4693908691406,20.62714958190918,94.47000122070312,51.328765869140625,126.74327087402344,165.87255859375,43.08660125732422,79.07627868652344,154.65042114257812,56.396263122558594,38.22999954223633,164.89329528808594,65.7057876586914,124.0279769897461,29.586469650268555,59.03581619262695,131.13800048828125,184.36817932128906,655.221923828125,43.76249313354492,210.93458557128906,377.88128662109375,281.9001770019531,177.12908935546875,63.345279693603516,119.72892761230469,33.629478454589844,201.85263061523438,87.88641357421875,99.0999984741211,334.69000244140625,351.9700012207031,34.12823486328125,38.67866516113281,1542.25,110.40432739257812,195.00999450683594,73.36381530761719,15.064798355102539,145.93295288085938,30.408029556274414,66.82913970947266,95.94277954101562,224.57090759277344,54.92058181762695,208.15475463867188,56.99848556518555,68.78254699707031,214.55055236816406,375.8008117675781,431.46148681640625,358.541015625,200.0500030517578,577.4803466796875,184.4640655517578,175.29617309570312,251.45748901367188,43.619998931884766,108.5599136352539,184.7506866455078,199.91339111328125,168.56687927246094,195.24081420898438,327.2187805175781,236.13999938964844,330.9177551269531,76.8135986328125,62.95118713378906,137.73251342773438,86.55976867675781,138.23736572265625,197.9087677001953,284.9556579589844,261.14007568359375,210.2117462158203,48.0694580078125,215.0574951171875,242.44091796875,30.276002883911133
2021-07-07,136.13934326171875,35.16927719116211,38.47645568847656,57.134849548339844,325.7231750488281,76.63773345947266,45.016021728515625,155.49484252929688,42.26747512817383,141.42689514160156,65.57122039794922,43.07832717895508,69.48161315917969,30.741497039794922,15.616522789001465,15.823746681213379,36.07528305053711,11.166892051696777,120.73706817626953,43.1601448059082,50.26518630981445,83.83855438232422,49.37314224243164,27.49234962463379,63.366363525390625,68.3370590209961,61.298240661621094,51.467159271240234,27.539562225341797,21.4930419921875,71.18038177490234,19.749820709228516,19.656780242919922,13.881340980529785,20.896947860717773,42.06927490234375,38.91154861450195,17.329631805419922,13.19772720336914,140.9198760986328,268.64788818359375,20.30152702331543,90.54000091552734,51.20980453491211,125.64808654785156,164.640625,42.74611282348633,76.28695678710938,151.99508666992188,55.59200668334961,37.06999969482422,163.0059051513672,64.52774047851562,121.05648040771484,29.18817710876465,58.24696731567383,129.3067626953125,181.27011108398438,659.33935546875,43.69056701660156,212.7393035888672,383.3952331542969,285.6263732910156,178.1568603515625,62.89900207519531,117.42935180664062,33.83624267578125,204.71778869628906,87.25040435791016,99.37000274658203,324.989990234375,340.79998779296875,34.35161209106445,39.00666809082031,1549.2900390625,111.42658996582031,193.97999572753906,74.37333679199219,14.165531158447266,147.18405151367188,30.454465866088867,67.21414947509766,96.78838348388672,224.9524383544922,55.324344635009766,207.78736877441406,56.95682907104492,68.91809844970703,215.17991638183594,377.08319091796875,435.1617126464844,360.6537170410156,198.99000549316406,581.1004638671875,187.6775360107422,177.1450958251953,251.9132843017578,43.93000030517578,109.21825408935547,186.5934600830078,203.96865844726562,170.93630981445312,196.31063842773438,329.49420166015625,231.77999877929688,335.12115478515625,76.88526916503906,63.243526458740234,139.8101348876953,87.79896545410156,140.5274200439453,200.14834594726562,289.00604248046875,268.4593505859375,212.51556396484375,48.13042449951172,214.28367614746094,246.05050659179688,30.817974090576172
2021-07-08,133.79042053222656,34.311065673828125,37.51897048950195,56.12554168701172,317.9891052246094,74.60324096679688,44.25222396850586,152.7030029296875,41.71629333496094,139.07345581054688,63.57795715332031,42.08583068847656,67.93663024902344,30.310260772705078,15.216501235961914,15.44912052154541,35.36855697631836,10.974498748779297,117.36663818359375,41.923641204833984,50.04052734375,83.56976318359375,49.54048156738281,27.35793685913086,62.42866897583008,66.88819122314453,59.560428619384766,51.023109436035156,27.70771598815918,21.672605514526367,71.3421630859375,19.49252700805664,19.647686004638672,13.78272819519043,20.865137100219727,42.02374267578125,39.064884185791016,17.312345504760742,13.500144004821777,139.62350463867188,266.23907470703125,19.834142684936523,89.73999786376953,50.68818664550781,124.1399917602539,163.30465698242188,42.83351135253906,75.20438385009766,150.5985565185547,55.24836349487305,36.720001220703125,161.38697814941406,63.408138275146484,120.44843292236328,28.81080436706543,57.529300689697266,127.06329345703125,179.11329650878906,643.5862426757812,43.653038024902344,213.62448120117188,385.73529052734375,281.26446533203125,175.35556030273438,62.17377853393555,115.13924407958984,34.05198669433594,203.01719665527344,85.98638916015625,98.2699966430664,322.20001220703125,335.3299865722656,34.08612060546875,38.7686653137207,1537.47998046875,110.15306854248047,189.11000061035156,72.47251892089844,14.413037300109863,146.89732360839844,30.377079010009766,66.83769989013672,96.45677947998047,226.1925506591797,54.95354080200195,208.69296264648438,56.398597717285156,67.96915435791016,211.0574188232422,375.516845703125,432.3271179199219,357.545166015625,197.74000549316406,570.21044921875,187.2592315673828,176.4561309814453,250.58407592773438,43.34000015258789,108.9617691040039,185.39309692382812,195.02740478515625,169.18914794921875,193.9515380859375,321.72222900390625,236.77000427246094,332.0101013183594,76.5359115600586,62.70756530761719,138.6978759765625,86.85829162597656,139.04074096679688,198.92196655273438,287.7309875488281,264.3583679199219,211.23464965820312,47.465484619140625,214.05740356445312,228.43492126464844,28.92105484008789
2021-07-09,138.07164001464844,35.425865173339844,38.928592681884766,57.57219314575195,329.34661865234375,76.89309692382812,45.80393600463867,158.07005310058594,43.4721794128418,146.45310974121094,66.0203857421875,43.47010040283203,71.79483032226562,31.579071044921875,15.820451736450195,16.182083129882812,36.806373596191406,11.439452171325684,121.44525909423828,43.984493255615234,50.94748306274414,84.7671127319336,50.31023025512695,27.949359893798828,64.53854370117188,68.46954345703125,61.289772033691406,52.115501403808594,28.249534606933594,22.3674373626709,72.3371810913086,20.16682243347168,20.347768783569336,14.162002563476562,21.230911254882812,43.647640228271484,40.62531280517578,17.779071807861328,13.655226707458496,141.44625854492188,266.7380676269531,19.98113441467285,90.9000015258789,51.23725891113281,126.95872497558594,165.06573486328125,43.71476364135742,76.79410552978516,152.7669219970703,55.96510314941406,37.75,164.12277221679688,64.75704956054688,123.27284240722656,29.349775314331055,58.17672348022461,129.3355255126953,183.09788513183594,660.466796875,43.87507247924805,213.62448120117188,390.6807556152344,284.3990478515625,177.65663146972656,63.559139251708984,118.0728530883789,34.40257263183594,204.04310607910156,88.13285064697266,99.51000213623047,329.8900146484375,343.6499938964844,34.22161102294922,39.44333267211914,1564.530029296875,112.2062759399414,194.19000244140625,74.92357635498047,15.403056144714355,147.47943115234375,30.65569496154785,66.7264633178711,96.6474609375,224.16070556640625,55.3408203125,209.4788818359375,56.840171813964844,68.90116119384766,214.24050903320312,377.4953918457031,433.4208984375,361.6774597167969,198.16000366210938,575.6455078125,187.7726287841797,175.61248779296875,251.04934692382812,43.59000015258789,109.5859146118164,189.63656616210938,198.0197296142578,170.66510009765625,198.8069305419922,327.246826171875,239.58999633789062,334.7978820800781,77.37794494628906,64.12055206298828,140.60763549804688,88.28736877441406,141.8017578125,202.07688903808594,292.1283264160156,267.76055908203125,215.8777618408203,48.48506164550781,216.3640899658203,237.3102264404297,29.743370056152344
2021-07-12,140.04824829101562,35.947879791259766,39.15022277832031,58.40488052368164,337.08935546875,78.953125,46.29438781738281,159.9368438720703,43.77927017211914,150.37557983398438,67.10590362548828,43.77482604980469,71.9740982055664,31.836151123046875,16.016542434692383,16.312387466430664,37.26127243041992,11.583746910095215,122.17051696777344,44.23684310913086,50.89755630493164,84.93815612792969,50.03413009643555,27.976240158081055,65.09334564208984,68.22115325927734,60.764198303222656,51.80466079711914,28.0159969329834,22.406478881835938,72.66885375976562,20.42411994934082,20.384132385253906,14.048218727111816,21.071882247924805,43.19234085083008,40.28255844116211,17.640783309936523,13.717260360717773,140.85166931152344,266.1430969238281,20.441789627075195,90.80999755859375,51.91444778442383,127.89232635498047,166.49717712402344,44.22183609008789,77.59386444091797,153.9429473876953,56.28912353515625,38.439998626708984,165.53396606445312,65.73278045654297,124.6261978149414,29.849775314331055,59.36996078491211,131.1571807861328,186.80828857421875,676.181640625,43.796897888183594,216.769775390625,386.4268798828125,284.0899353027344,177.87489318847656,63.42896270751953,117.43883514404297,34.43852996826172,202.8323516845703,88.44288635253906,98.94999694824219,330.2799987792969,342.8399963378906,34.19779968261719,39.433998107910156,1577.550048828125,112.18896484375,192.50999450683594,75.3192138671875,15.75781536102295,147.244873046875,30.77178192138672,66.35001373291016,97.5179214477539,225.13368225097656,55.62099075317383,208.76980590820312,56.715206146240234,69.32481384277344,214.5323486328125,381.09539794921875,435.9512023925781,368.5925598144531,198.33999633789062,569.3276977539062,188.56178283691406,175.4578857421875,251.51454162597656,43.4900016784668,109.61156463623047,190.21139526367188,197.59996032714844,170.19439697265625,199.8676300048828,331.7414855957031,238.2899932861328,331.26727294921875,77.23462677001953,63.87693786621094,139.8940887451172,89.19187927246094,143.19618225097656,202.15684509277344,293.8347473144531,269.3328857421875,216.3936767578125,48.93388366699219,218.75111389160156,235.6449432373047,29.659269332885742
2021-07-13,137.9652862548828,35.2666130065918,38.32573318481445,57.504913330078125,333.0851135253906,79.34468841552734,45.76374053955078,157.74502563476562,43.078487396240234,148.54202270507812,67.20883178710938,43.496219635009766,71.35951232910156,31.156129837036133,15.742020606994629,16.059919357299805,36.42457962036133,11.343254089355469,120.45545959472656,43.244266510009766,50.65626907348633,84.65306854248047,49.74965286254883,27.429616928100586,64.6479263305664,67.60021209716797,59.73845291137695,50.978694915771484,28.100065231323242,22.617271423339844,72.83873748779297,19.847415924072266,20.084102630615234,13.866168975830078,20.83333396911621,42.43350601196289,40.039024353027344,17.433349609375,13.717260360717773,141.96286010742188,269.655517578125,20.180198669433594,90.26000213623047,52.042564392089844,126.73429107666016,165.87255859375,44.06343460083008,76.51127624511719,153.67649841308594,55.73929214477539,37.91999816894531,164.1314239501953,64.71659851074219,124.3417739868164,29.620689392089844,59.29876708984375,130.668212890625,186.43353271484375,674.8536987304688,43.96263122558594,216.34866333007812,385.6500244140625,279.94879150390625,176.70167541503906,62.889713287353516,116.0855712890625,34.222782135009766,203.3499298095703,87.34580993652344,98.0,329.7099914550781,339.30999755859375,34.181331634521484,39.29999923706055,1557.3599853515625,110.59491729736328,188.5,74.35515594482422,15.304051399230957,147.06240844726562,30.68665313720703,66.4013442993164,97.75004577636719,224.45645141601562,55.57154083251953,209.16282653808594,56.66521072387695,69.18923950195312,214.84243774414062,383.3853759765625,437.8536682128906,370.5376892089844,198.3300018310547,572.2833251953125,189.4934539794922,174.782958984375,248.36253356933594,43.060001373291016,108.92756652832031,189.41676330566406,195.77777099609375,168.55093383789062,196.76785278320312,328.45477294921875,228.1999969482422,330.1924743652344,76.43737030029297,62.80501937866211,139.62826538085938,88.45924377441406,142.2449951171875,202.15684509277344,290.46875,267.9720458984375,214.80148315429688,48.540470123291016,218.32044982910156,235.1859130859375,29.62189483642578
2021-07-14,137.49549865722656,34.38184356689453,39.850608825683594,57.33669662475586,331.6853942871094,78.70625305175781,45.82002258300781,156.96165466308594,42.8580207824707,144.8932647705078,65.69284057617188,42.90419387817383,70.39495849609375,30.998573303222656,15.679266929626465,15.880752563476562,36.23774719238281,11.295157432556152,119.49983978271484,43.20219802856445,49.532962799072266,83.05659484863281,48.25197982788086,26.47975730895996,62.24894714355469,65.02534484863281,57.36484909057617,48.953758239746094,25.998170852661133,21.313480377197266,68.42181396484375,19.226356506347656,19.50221824645996,13.600678443908691,20.356231689453125,41.64432907104492,38.81233215332031,16.456663131713867,13.03488540649414,145.38424682617188,271.1239013671875,19.773107528686523,89.05000305175781,51.722267150878906,129.0413360595703,165.94192504882812,43.84312057495117,76.55028533935547,152.6658477783203,54.99307632446289,37.65999984741211,165.8542938232422,64.5412368774414,123.83182525634766,29.38399314880371,58.65420150756836,130.05459594726562,186.02232360839844,684.4927978515625,44.26597595214844,217.96435546875,388.3880310058594,281.8648376464844,175.30096435546875,63.81947708129883,118.18641662597656,34.447532653808594,204.15399169921875,87.37760162353516,98.88999938964844,330.8800048828125,342.2799987792969,34.27836990356445,39.669334411621094,1579.969970703125,111.57386016845703,189.2899932861328,73.12734985351562,14.891542434692383,148.0615234375,30.918832778930664,66.409912109375,98.37874603271484,225.45806884765625,55.934112548828125,209.0517578125,56.59854507446289,69.83316802978516,215.261962890625,379.90447998046875,437.6634521484375,367.68975830078125,197.88999938964844,576.300048828125,191.366455078125,172.94110107421875,248.1346435546875,42.7400016784668,109.21825408935547,192.53598022460938,196.5548553466797,168.75836181640625,193.52175903320312,323.5856018066406,224.4499969482422,329.301025390625,76.06114196777344,62.415218353271484,141.88778686523438,88.69439697265625,141.6540069580078,203.49884033203125,287.68402099609375,268.3858337402344,212.5955810546875,48.62357711791992,215.9699249267578,235.61795043945312,29.565824508666992
2021-07-15,137.79689025878906,34.35530090332031,39.894927978515625,57.57219314575195,330.755126953125,78.8509750366211,47.29133987426758,158.98348999023438,43.98398971557617,146.2707061767578,66.0203857421875,42.3818359375,69.96817016601562,31.321996688842773,15.812609672546387,16.068063735961914,36.46519470214844,11.431434631347656,120.4725341796875,43.46296310424805,49.05038070678711,82.51089477539062,47.758331298828125,25.744953155517578,60.612483978271484,63.891082763671875,56.627349853515625,48.18107986450195,25.43766212463379,20.80601692199707,66.12437438964844,18.827096939086914,18.811229705810547,13.547581672668457,20.324424743652344,41.33321762084961,37.86524200439453,15.963996887207031,12.778999328613281,144.73117065429688,269.70355224609375,18.90087127685547,86.93000030517578,51.072547912597656,126.98562622070312,163.3219451904297,43.45623016357422,75.01908874511719,150.368896484375,54.68871307373047,36.29999923706055,164.91061401367188,61.80292510986328,120.75244903564453,28.873537063598633,57.976417541503906,127.70563507080078,177.66937255859375,672.484375,44.300376892089844,217.36276245117188,390.15972900390625,284.94647216796875,178.0386505126953,63.289493560791016,117.06028747558594,34.91497802734375,205.13369750976562,89.03913879394531,98.68000030517578,329.5799865722656,340.9700012207031,34.5987663269043,39.830665588378906,1597.0799560546875,111.76444244384766,185.61000061035156,71.82223510742188,14.487287521362305,146.28045654296875,31.027183532714844,66.64945220947266,98.22786712646484,220.8029327392578,55.56330108642578,210.7006072998047,56.90684127807617,69.53662109375,214.24961853027344,384.7684326171875,444.150634765625,368.6669921875,200.08999633789062,584.4924926757812,190.377685546875,173.376953125,244.042724609375,42.15999984741211,107.18335723876953,196.7963409423828,196.4565887451172,169.81942749023438,193.3114471435547,324.081787109375,222.75999450683594,330.5506591796875,76.12385559082031,62.17160415649414,141.7198944091797,89.11044311523438,142.08802795410156,203.9521026611328,287.1309509277344,270.169677734375,213.58287048339844,48.95051956176758,216.13052368164062,237.0941619873047,29.724679946899414
2021-07-16,134.65023803710938,33.5501594543457,39.2566032409668,56.26852798461914,323.1805725097656,77.67625427246094,45.96473693847656,153.8909912109375,42.82652282714844,143.6891326904297,64.46694946289062,42.99126434326172,71.99115753173828,30.18588638305664,15.177284240722656,15.481697082519531,34.92990493774414,11.102765083312988,116.74378967285156,41.72174835205078,47.69409942626953,80.32797241210938,46.43635177612305,24.97430419921875,58.79865646362305,61.663978576660156,54.99973678588867,47.301841735839844,24.232572555541992,20.126794815063477,63.39009475708008,18.27701759338379,18.238441467285156,13.38070011138916,20.101781845092773,40.452980041503906,37.27894973754883,15.540482521057129,12.530861854553223,142.69395446777344,269.4349060058594,18.098398208618164,85.88999938964844,50.303836822509766,125.41472625732422,161.46543884277344,42.612281799316406,73.15630340576172,147.41036987304688,52.9901237487793,35.150001525878906,162.8587188720703,60.143768310546875,117.57503509521484,27.872594833374023,55.863319396972656,122.89273071289062,173.73959350585938,656.7025756835938,44.269107818603516,215.8330535888672,388.785888671875,283.9134216308594,178.39334106445312,62.675872802734375,113.07625579833984,35.38242721557617,205.3369903564453,87.9181900024414,98.19000244140625,320.4800109863281,332.1199951171875,34.60427474975586,40.086666107177734,1605.300048828125,110.55158996582031,182.4600067138672,70.1124038696289,13.975775718688965,146.0459442138672,31.22840690612793,66.75213623046875,98.49610900878906,221.747314453125,55.45618438720703,211.8368377685547,57.18178939819336,69.24007415771484,213.2646026611328,384.4479675292969,447.927001953125,366.3123779296875,202.27999877929688,578.4622802734375,189.84523010253906,174.3962860107422,244.55543518066406,42.099998474121094,107.55955505371094,194.69996643066406,195.0989227294922,167.99246215820312,190.1476593017578,320.7015380859375,217.74000549316406,329.5806884765625,74.8249740600586,61.148406982421875,139.46737670898438,87.9708023071289,141.0445556640625,202.97451782226562,281.2802429199219,270.2615966796875,212.24868774414062,48.5460090637207,213.5099334716797,234.5287628173828,29.44434356689453
