,close,volume
2021-09-03,44.19809438728657,1192037
2021-09-06,43.5702620076179,12483240
2021-09-07,42.06534493982576,1476844
2021-09-08,41.521840391967984,8204401
2021-09-09,40.43610467665025,16596394
2021-09-10,41.669180381779995,9484816
2021-09-13,42.19372684704192,18504051
2021-09-14,41.72597999661903,2732730
2021-09-15,42.33882784069226,3891746
2021-09-16,40.26375441925796,5067850
2021-09-17,39.47627259947843,14603116
2021-09-20,40.00068893821892,19347115
2021-09-21,39.17917833129552,16315589
2021-09-22,38.72764779719369,7135878
2021-09-23,39.39310678621357,13400154
2021-09-24,39.6732735062567,13324891
2021-09-27,38.80453632921737,11867996
2021-09-28,38.55397553751931,11727278
2021-09-29,38.126727485087194,12186291
2021-09-30,37.6579362125124,8592418
2021-10-01,37.25918123928124,18565100
2021-10-04,38.09473199133752,3887535
2021-10-05,37.55392851724028,4062664
2021-10-06,38.36433094505147,6350163
2021-10-07,38.96825587653878,18264027
2021-10-08,39.65350061102631,8319423
2021-10-11,40.03484696975453,11433479
2021-10-12,40.423890705117955,18141786
2021-10-13,40.58179127973636,17485081
2021-10-14,40.2074556283218,12200443
2021-10-15,41.37207961067352,6941406
2021-10-18,41.07079140525735,6584599
2021-10-19,40.99591108807239,18361630
2021-10-20,41.49677344705372,15208506
2021-10-21,41.85083205992055,2210066
2021-10-22,40.90406709058053,9236845
2021-10-25,40.77871992919302,17149202
2021-10-26,40.63886159885425,3194095
2021-10-27,41.60932941278434,3683070
2021-10-28,41.969928801439806,10563042
2021-10-29,43.32890236257812,14758930
2021-11-01,43.26534569535531,7549887
2021-11-02,43.2289437621159,16719222
2021-11-03,43.169511455239395,4437964
2021-11-04,43.52835887852922,8769448
2021-11-05,45.735965953915475,16914482
2021-11-08,45.82714837163231,10360151
2021-11-09,45.1045284879717,3680120
2021-11-10,45.37586272257724,1353974
2021-11-11,44.83617405394739,18013424
2021-11-12,44.39987618805355,14370905
2021-11-15,44.55860815473038,5374594
2021-11-16,46.0478509541926,19536788
2021-11-17,45.8142173687306,18067631
2021-11-18,46.068177199529565,16678137
2021-11-19,46.056049152934214,17658200
2021-11-22,46.62008464549067,14465129
2021-11-23,44.7460983040083,5811533
2021-11-24,44.523635176882856,18326966
2021-11-25,44.426042169594375,10883177
2021-11-26,44.63137958155555,17318972
2021-11-29,45.25854286010874,5446588
2021-11-30,46.39348962878564,9573885
2021-12-01,46.48333505001865,18863794
2021-12-02,47.79176727925742,12853501
2021-12-03,48.49593566036563,1139085
2021-12-06,49.50805449087467,1431044
2021-12-07,49.89465989684279,13965815
2021-12-08,50.20527144972569,12499509
2021-12-09,51.47482523833662,9428810
2021-12-10,51.89247717185626,3645552
2021-12-13,52.39344161007862,12505928
2021-12-14,51.543649783267874,8936605
2021-12-15,51.55596255737213,12438904
2021-12-16,51.26124652343845,5958270
2021-12-17,52.15510513725749,5276722
2021-12-20,52.67277760829799,10769906
2021-12-21,53.285444248419005,4756308
2021-12-22,53.075170286777315,13354866
2021-12-23,52.68977300247365,14710571
2021-12-24,52.9861749893733,9902798
2021-12-27,54.16276145980657,14639293
2021-12-28,53.290444574713156,2008569
2021-12-29,52.84574846699196,10259507
2021-12-30,54.76268397764306,13156085
2021-12-31,53.7595243981312,15191587
2022-01-03,54.886704554627975,2613374
2022-01-04,53.26584350561844,8728640
2022-01-05,52.70199355318143,16837581
2022-01-06,53.48468912132252,19799440
2022-01-07,53.00518250986224,14769351
2022-01-10,52.669230824362145,15948796
2022-01-11,51.09096521197608,18538888
2022-01-12,50.25763551116633,11600501
2022-01-13,48.88306886600079,6725532
2022-01-14,47.76915387325143,13674065
2022-01-17,48.40236600270281,9745636
2022-01-18,47.29085055138719,8585140
2022-01-19,47.541341483155016,6928856
2022-01-20,47.44760707381025,6261407
2022-01-21,46.529168733815204,2040393
2022-01-24,45.55502497247339,3086132
2022-01-25,46.04033859065865,17547136
2022-01-26,46.594251706363586,17058810
2022-01-27,47.60815397848974,15901586
2022-01-28,47.46839334924304,9061781
2022-01-31,47.07229537734363,12258790
2022-02-01,45.55056926114267,14211574
2022-02-02,45.544176459830766,1831798
2022-02-03,44.41934039164257,17666739
2022-02-04,43.96734402927759,15241402
2022-02-07,43.7063382750399,7554669
2022-02-08,42.90990931713848,11320764
2022-02-09,43.99409827477002,13572999
2022-02-10,46.01030062507535,9141887
2022-02-11,47.240746401708584,13840251
2022-02-14,48.46892505016512,19627989
2022-02-15,48.890340097204934,11311409
2022-02-16,49.744347498416055,19451462
2022-02-17,50.47336455282086,3429324
2022-02-18,50.1054272865276,9981517
2022-02-21,51.228415298982036,6175047
2022-02-22,50.7132351797798,5815264
2022-02-23,51.80676032233689,6914709
2022-02-24,52.626747316297035,4008019
2022-02-25,52.46113460580824,1183180
2022-02-28,51.39241244993394,11821915
2022-03-01,52.14757401491191,16011511
2022-03-02,51.289887470097455,12752557
2022-03-03,51.70555505074362,1271398
2022-03-04,52.03169089177493,18233251
2022-03-07,52.16673732763463,1918217
2022-03-08,52.41698845108251,19807275
2022-03-09,52.180163035701064,8344876
2022-03-10,51.37298072365343,14889908
2022-03-11,51.88659056412963,14447689
2022-03-14,53.79465669352604,16247204
2022-03-15,54.78901024511223,9400319
2022-03-16,55.482379540310205,6048668
2022-03-17,55.032737100971595,4932862
2022-03-18,57.87827625434898,6578195
2022-03-21,58.46399995601449,13536841
2022-03-22,58.8066174080785,4131731
2022-03-23,59.66183698441501,4165852
2022-03-24,58.60818462493564,14238348
2022-03-25,58.86725544520261,5716003
2022-03-28,59.78436709828517,1419329
2022-03-29,59.882862181454655,12175605
2022-03-30,58.257127893215234,3215257
2022-03-31,59.064424515362724,17015115
2022-04-01,58.80780884187676,13414085
2022-04-04,60.14058712653242,13070067
2022-04-05,60.110864321282264,17232570
2022-04-06,59.22778071955613,2950786
2022-04-07,59.44080753724013,5455102
2022-04-08,59.57654702208388,11829761
2022-04-11,60.61879939871819,16907711
2022-04-12,61.13474574534252,10138301
2022-04-13,60.34779877379249,17048863
2022-04-14,60.976132906119226,11788229
2022-04-15,61.997025928141454,11218542
2022-04-18,61.131207403773615,14706512
2022-04-19,61.35604391812964,19906030
2022-04-20,60.193786269392064,11738604
2022-04-21,61.79375911354476,3420007
2022-04-22,62.93592683875986,8631370
2022-04-25,62.45405096721882,8707499
2022-04-26,61.89871954791623,8702156
2022-04-27,61.85768850607875,2572468
2022-04-28,61.80989781305654,5784683
2022-04-29,61.58703948051144,3506987
2022-05-02,61.546712784653955,16805761
2022-05-03,60.38735491901238,13026792
2022-05-04,59.21750662771535,3876777
2022-05-05,58.11893119491721,6596387
2022-05-06,58.34450052064471,4651816
2022-05-09,59.49115489139151,5882567
2022-05-10,61.881629410001416,4688257
2022-05-11,63.6945831904087,13604737
2022-05-12,62.787827925503684,19184862
2022-05-13,64.1657802553191,2150309
2022-05-16,64.34823196988377,16108878
2022-05-17,65.018954229728,9867796
2022-05-18,66.93924386302072,12095613
2022-05-19,68.51283305786713,19345589
2022-05-20,67.77665678743148,10103824
2022-05-23,67.41633870112531,7838093
2022-05-24,67.32152979121935,10787997
2022-05-25,67.54338335320584,2561329
2022-05-26,68.06541010880721,10627532
2022-05-27,69.96380962270406,15989263
2022-05-30,69.83017086637732,18037966
2022-05-31,69.37415579974929,8542312
2022-06-01,69.60260179956418,12389425
2022-06-02,68.9178354332109,8041752
2022-06-03,70.85687411365679,19052399
2022-06-06,69.45291746971641,6183309
2022-06-07,66.89659113457866,17495258
2022-06-08,65.88273622459107,16809580
2022-06-09,63.47083952571036,8464899
2022-06-10,63.86475172427284,17245103
2022-06-13,62.43201845389146,11350465
2022-06-14,64.82833187366592,18805815
2022-06-15,65.0861369752747,18828666
2022-06-16,64.73062100155654,2113780
2022-06-17,63.34230833489827,2099893
2022-06-20,63.568101412661676,9988580
2022-06-21,65.6316290781404,7794627
2022-06-22,63.425590575252805,8493659
2022-06-23,64.3603565629853,13773439
2022-06-24,63.39968289494552,9900384
2022-06-27,64.72426184373703,18243535
2022-06-28,63.834300009878966,18185659
2022-06-29,65.61515280236738,3958440
2022-06-30,66.3276516018701,6354952
2022-07-01,65.1285396301458,11889290
2022-07-04,64.0362899479272,11953127
2022-07-05,63.78989616566901,10885886
2022-07-06,62.59711502503095,10960207
2022-07-07,60.81960061246567,18775836
2022-07-08,62.18911391463077,8050236
2022-07-11,60.06287069433918,4584992
2022-07-12,61.84320099665266,6563525
2022-07-13,61.378203548950566,16247218
2022-07-14,61.8900635887032,11682282
2022-07-15,64.52120752065215,17202548
2022-07-18,65.3263936152755,4498287
2022-07-19,64.57599528335466,5408943
2022-07-20,66.69022541841106,12047398
2022-07-21,64.51770879874987,3840553
2022-07-22,64.78382963261369,12043145
2022-07-25,66.30911395374372,8531128
2022-07-26,65.75873249873696,2479158
2022-07-27,64.54200978677736,15685786
2022-07-28,63.11920945047239,7383927
2022-07-29,63.01336954930163,18356122
2022-08-01,60.798240324144366,19241785
2022-08-02,58.74267617008862,2057503
2022-08-03,58.067745407324416,15461958
2022-08-04,57.608032664779806,16243758
2022-08-05,57.94574667065416,17980522
2022-08-08,57.61062303975521,15318630
2022-08-09,56.906071899436476,13253356
2022-08-10,58.21364703291241,19807056
2022-08-11,58.59226957865198,9405404
2022-08-12,60.59119917289819,3506177
2022-08-15,60.57754444819181,1147597
2022-08-16,58.81640223685072,5229408
2022-08-17,58.08945722321129,10929863
2022-08-18,56.861921067284726,15258397
2022-08-19,57.00364282132356,6323266
2022-08-22,57.17403006939687,10190443
2022-08-23,55.92795682523626,11996592
2022-08-24,55.70290578277786,1872683
2022-08-25,56.15009945264231,8531404
2022-08-26,55.16140986679683,2115658
2022-08-29,58.46769591156439,4021849
2022-08-30,57.946945307119194,6092617
2022-08-31,57.75110720609239,16112404
2022-09-01,57.053157856162606,18086220
2022-09-02,55.64670300036678,15186605
2022-09-05,54.87684300969272,17086349
2022-09-06,54.33957235442399,17401991
2022-09-07,54.72326417181783,19943467
2022-09-08,54.81968691827779,4040079
2022-09-09,53.64035230968656,16437916
2022-09-12,54.08799700957195,12146823
2022-09-13,54.16727509566951,10402497
2022-09-14,55.37480662672991,15004052
2022-09-15,57.43529183570215,7058404
2022-09-16,58.11944503434251,13271755
2022-09-19,58.85359371338395,2350063
2022-09-20,58.04814128940926,6788927
2022-09-21,57.908291707883656,8134665
2022-09-22,55.38064237115943,8749623
2022-09-23,54.91149496330363,6315535
2022-09-26,55.41725061096402,8076892
2022-09-27,57.04654830160429,6145865
2022-09-28,56.79067349211138,10396739
2022-09-29,56.50616743384793,18337609
2022-09-30,56.07929732886706,4626364
2022-10-03,55.17259294089006,7605146
2022-10-04,54.228617447272676,9840136
2022-10-05,53.38236644580835,1629985
2022-10-06,54.60990649150558,14326316
2022-10-07,54.424309740342025,5590338
2022-10-10,53.32867200417375,6064541
2022-10-11,52.35600788986214,13416150
2022-10-12,50.56678739620672,6754015
2022-10-13,50.24522749285713,5591467
2022-10-14,49.662251820919515,12901454
2022-10-17,49.81663165008423,15806489
2022-10-18,50.49345719421995,9228839
2022-10-19,49.770941454158304,11394844
2022-10-20,49.57148622509983,5797605
2022-10-21,50.521403920390405,18040920
2022-10-24,49.89672318143162,2015144
2022-10-25,48.79524059043621,9379772
2022-10-26,49.17181434691309,17166603
2022-10-27,50.19733165223741,13618870
2022-10-28,51.189915345048256,4851579
2022-10-31,50.54887163080831,18333194
2022-11-01,49.57539735087206,8954290
2022-11-02,49.356633336835735,4450571
2022-11-03,49.384825075721075,16256021
2022-11-04,49.372537615170764,14265940
2022-11-07,48.866613745484635,16884241
2022-11-08,49.91473212266493,16371823
2022-11-09,51.13177475922483,17409395
2022-11-10,49.89665711428336,5223494
2022-11-11,49.047496459474885,2896460
2022-11-14,48.841203568343886,4428101
2022-11-15,48.74595076088568,12001773
2022-11-16,49.17767585314985,12975780
2022-11-17,48.84257732779785,6533587
2022-11-18,48.656715996296626,11014624
2022-11-21,46.64133511614355,14371786
2022-11-22,47.67538500396297,7241366
2022-11-23,46.166724518903926,12965628
2022-11-24,44.70739578193797,10656506
2022-11-25,43.446336847716324,19350146
2022-11-28,42.7707163400317,6949976
2022-11-29,43.56274863266395,1961624
2022-11-30,44.36845983615695,3531306
2022-12-01,43.93873623632066,1127667
2022-12-02,42.758693078447,6983705
2022-12-05,43.02426146251287,5973799
2022-12-06,42.76612838405411,12014425
2022-12-07,43.420045100409006,8917591
2022-12-08,42.457234471622456,19149506
2022-12-09,42.2235000946289,1994836
2022-12-12,42.76871565359979,14713847
2022-12-13,43.50048447175455,5485644
2022-12-14,44.61782162895183,5205487
2022-12-15,45.77515494062028,9309508
2022-12-16,45.64996875320813,11116030
2022-12-19,46.438640192707666,13504587
2022-12-20,47.28482539494302,3905419
2022-12-21,46.25067271341877,1356488
2022-12-22,46.75891459067478,9473602
2022-12-23,46.57688252533084,2345122
2022-12-26,47.12185317900287,10238662
2022-12-27,47.53999877549434,3447912
2022-12-28,48.458374545543336,14771775
2022-12-29,49.018118945537545,3615802
2022-12-30,48.76743943132632,10700336
2023-01-02,48.947585350632636,6405897
2023-01-03,48.227175840412436,5652541
2023-01-04,49.36452990175229,10581924
2023-01-05,50.17932300046472,17174440
2023-01-06,49.049286285156896,11247230
2023-01-09,49.35271417735257,12796834
2023-01-10,50.71630841316992,7694542
2023-01-11,51.41481195949058,11632633
2023-01-12,51.841282309252534,5209327
2023-01-13,52.457639721626975,19673850
2023-01-16,52.59469297114032,14623120
2023-01-17,51.912446343330295,1427206
2023-01-18,51.54530002335552,15211600
2023-01-19,50.921327283548685,12383848
2023-01-20,51.29032060536628,6697315
2023-01-23,52.48515237682597,5239114
2023-01-24,53.554801110179405,8279279
2023-01-25,52.46986540156555,5059672
2023-01-26,51.6722471456065,10724363
2023-01-27,51.142377616452904,12826415
2023-01-30,51.335214104441754,2681412
2023-01-31,50.525801859772876,9934445
2023-02-01,51.327709278964335,11116414
2023-02-02,50.168444528225706,8440739
2023-02-03,50.89430151027003,14795744
2023-02-06,51.41708651740508,12530705
2023-02-07,50.25227953499586,10726900
2023-02-08,50.167147839466786,15379782
2023-02-09,49.727779085024316,18607301
2023-02-10,48.78089354096131,15749445
2023-02-13,49.369847082080575,9116589
2023-02-14,49.62153221464581,3414034
2023-02-15,48.95766272220447,18886875
2023-02-16,50.50435152346437,8242884
2023-02-17,50.25849046679871,6519142
2023-02-20,49.48353140059328,14097760
2023-02-21,49.63164592964533,16485955
2023-02-22,51.078588572206414,12399342
2023-02-23,50.07041877281204,5887197
2023-02-24,50.184998944632724,13130315
2023-02-27,50.01310206065341,14864345
2023-02-28,50.30066071458152,12258006
2023-03-01,49.48303601895405,8351204
2023-03-02,49.87066645422283,2002833
2023-03-03,50.17774791232303,3413824
2023-03-06,50.93270529539157,1373943
2023-03-07,51.34151637389448,6406277
2023-03-08,52.1982943445775,16383987
2023-03-09,52.59218789720117,1291797
2023-03-10,53.50836748877773,4983494
2023-03-13,54.24402115370958,9284971
2023-03-14,54.71984986237023,1282989
2023-03-15,55.30504981266854,1439084
2023-03-16,55.655143582646645,19374637
2023-03-17,54.99334867314425,8968084
2023-03-20,55.10473199080582,3405499
2023-03-21,54.57105296313467,17469439
2023-03-22,55.09104156180133,13672515
2023-03-23,52.86311548906876,17845344
2023-03-24,52.57007170299461,8064846
2023-03-27,51.43424499727382,12949914
2023-03-28,51.41949909710477,16534510
2023-03-29,50.59317593665847,15869885
2023-03-30,52.182941595825106,18822780
2023-03-31,51.11384975528042,7706750
2023-04-03,50.738157448209535,17098867
2023-04-04,52.15939455239497,8970714
2023-04-05,53.25631156636136,4259064
2023-04-06,54.35164355965762,15034974
2023-04-07,52.78907282445493,15162318
2023-04-10,52.595911316945624,5261627
2023-04-11,51.67268957340065,14571020
2023-04-12,52.083178031968735,9062420
2023-04-13,52.75175855054923,3725517
2023-04-14,53.95009802241597,13641208
2023-04-17,54.00883218990874,2891396
2023-04-18,53.41331471989902,10793480
2023-04-19,52.76325709934093,9855975
2023-04-20,52.77457557149375,4397683
2023-04-21,53.20309970844718,12328323
2023-04-24,53.89754863181939,10837908
2023-04-25,54.1573023094014,9778820
2023-04-26,53.03446133741993,17657112
2023-04-27,53.17861863777718,18301451
2023-04-28,53.523849692290376,3021592
2023-05-01,51.277182335300374,4493850
2023-05-02,51.468102312167204,9799775
2023-05-03,51.46392304279247,4666105
2023-05-04,52.16743342338143,18030631
2023-05-05,51.458120840756614,12646609
2023-05-08,51.38183640642533,5478003
2023-05-09,51.10450308679398,11983851
2023-05-10,51.246948740010964,19804628
2023-05-11,50.439298529920244,9172157
2023-05-12,51.20783075499101,2763711
2023-05-15,49.890647911161544,11885228
2023-05-16,50.29312441600381,8737574
2023-05-17,52.697258942875685,1260527
2023-05-18,52.5096693373024,8062991
2023-05-19,53.63830989654561,8322882
2023-05-22,53.21839329431772,12541132
2023-05-23,54.71721577715805,7102454
2023-05-24,54.53999954198515,17597793
2023-05-25,54.64382435463936,2280759
2023-05-26,54.754351108153585,6557315
2023-05-29,53.56230430334943,15790347
2023-05-30,54.1072793642053,12388679
2023-05-31,54.05763588993679,7376995
2023-06-01,53.904461139464516,10387032
2023-06-02,52.00405724809472,7165100
2023-06-05,53.58505333804412,8207150
2023-06-06,55.83472298033421,11732791
2023-06-07,53.334681879601916,8515272
2023-06-08,53.46122009138454,8810431
2023-06-09,53.61119844417527,14486363
2023-06-12,55.37096260014294,14871502
2023-06-13,54.6721054368172,16290530
2023-06-14,56.10955704346767,9441398
2023-06-15,55.28145514488202,11494119
2023-06-16,55.219310522883646,3283014
2023-06-19,56.27331821482432,16567450
2023-06-20,56.79976837029067,5648543
2023-06-21,56.85462640491189,15901722
2023-06-22,57.172887057551,7513737
2023-06-23,58.33101067123326,16278222
2023-06-26,58.231536244035276,1799539
2023-06-27,58.60985673056653,12068969
2023-06-28,59.9826340729751,4853823
2023-06-29,60.085475666831506,12156544
2023-06-30,59.6043800305643,2061871
2023-07-03,60.38423241323671,8697394
2023-07-04,61.72309693678764,7712362
2023-07-05,63.08226384812619,10826252
2023-07-06,63.88616135590717,16070543
2023-07-07,65.73033808870665,11384710
2023-07-10,65.94313308267321,10763153
2023-07-11,65.40167349560944,3813008
2023-07-12,63.79709466949965,11250737
2023-07-13,62.682070276703755,9719250
2023-07-14,63.21637048901486,1910665
2023-07-17,63.75620060064154,15068720
2023-07-18,65.44881560852023,14732533
2023-07-19,66.23895936683114,17655211
2023-07-20,66.75261362593776,11811125
2023-07-21,66.08795661712715,4354288
2023-07-24,67.51717749661442,12174696
2023-07-25,70.5321462400132,1219923
2023-07-26,70.13684497573782,1823569
2023-07-27,69.2193394180674,16547849
2023-07-28,68.39178635283344,10234852
2023-07-31,70.45612430324904,12892739
2023-08-01,71.43082948588064,7961782
2023-08-02,71.54697618009841,17686191
2023-08-03,72.29035653537896,9646760
2023-08-04,70.2373852706799,18805457
2023-08-07,72.45089349859892,11202285
2023-08-08,73.38175846612357,11836814
2023-08-09,74.5182466039585,5452340
2023-08-10,73.92453081889153,10064682
2023-08-11,72.34479274739785,19962995
2023-08-14,72.6136038595021,11080868
2023-08-15,73.31131975625519,6515185
2023-08-16,73.5441142971243,10063298
2023-08-17,74.77585511277583,6882093
2023-08-18,73.62283954263133,1289685
2023-08-21,72.47163465195,2752503
2023-08-22,71.45403103381396,8654969
2023-08-23,70.05918823700085,2868368
2023-08-24,69.54331148920139,18136191
2023-08-25,69.12401947511789,17480422
2023-08-28,69.33852431962151,4965291
2023-08-29,70.47425515165236,13153512
2023-08-30,70.95169954486805,8403041
2023-08-31,69.15454898524145,4261502
2023-09-01,70.17000060120577,3784115
2023-09-04,68.78696217638443,15252603
2023-09-05,66.2436121288293,18525612
2023-09-06,67.24014905222661,8289431
2023-09-07,68.48149030797558,12418155
2023-09-08,70.18948889816954,8106297
2023-09-11,70.54056200551038,17028340
2023-09-12,72.44617137002639,15845747
2023-09-13,70.37487891636798,4143652
2023-09-14,69.925327835999,3812228
2023-09-15,71.08755655008619,6352081
2023-09-18,71.08768210354138,17106854
2023-09-19,71.7408780565712,12738726
2023-09-20,72.36892499321783,15540636
2023-09-21,73.54899637343104,8107901
2023-09-22,76.15990012422577,6758733
2023-09-25,76.84830255951807,6139027
2023-09-26,77.70920248852127,12941020
2023-09-27,76.45521811376624,19593315
2023-09-28,75.85957431364302,9999263
2023-09-29,76.08949556859727,14268476
2023-10-02,75.88469932880359,16243403
2023-10-03,74.32811758367716,5357949
2023-10-04,75.68653296193648,15168909
2023-10-05,75.00570642712111,1536381
2023-10-06,74.98353234187769,14344408
2023-10-09,73.31606256337224,10583852
2023-10-10,74.20493433474991,3431436
2023-10-11,73.91808638294276,1666818
2023-10-12,74.72630839844072,16694463
2023-10-13,71.14257381294226,2527041
2023-10-16,70.1831442612788,19199597
2023-10-17,71.2970387929836,19956507
2023-10-18,71.22692437596822,7187571
2023-10-19,74.03469892460144,9655071
2023-10-20,74.45777033081063,3811781
2023-10-23,75.6580141013143,1903316
2023-10-24,76.61571996303789,9185606
2023-10-25,75.6857053541412,10347757
2023-10-26,75.31443150426546,1723181
2023-10-27,76.24252766484852,16442127
2023-10-30,76.85795324101537,17710135
2023-10-31,74.49434660387874,5301598
2023-11-01,75.8607282502239,11870009
2023-11-02,76.0787213364659,10850432
2023-11-03,73.5122432204993,16392942
2023-11-06,72.70007368679916,14901021
2023-11-07,73.59688391770402,17982677
2023-11-08,72.78423955429695,15589398
2023-11-09,72.06878270690464,16037340
2023-11-10,73.04356501219301,3199498
2023-11-13,72.14834587576097,8081811
2023-11-14,73.03606711223163,1920673
2023-11-15,71.46687161782995,5268739
2023-11-16,72.51210482747013,19820688
2023-11-17,74.01833261627036,5316490
2023-11-20,74.25430610573454,3336037
2023-11-21,74.26612415144305,7218472
2023-11-22,72.87882154651987,18547682
2023-11-23,74.1397190212284,5475688
2023-11-24,74.31195121014991,15445066
2023-11-27,75.85979295959247,16685612
2023-11-28,76.63842374997132,18849882
2023-11-29,78.62623082211174,18627118
2023-11-30,79.88782498921802,12949661
2023-12-01,81.29406179721892,8139300
2023-12-04,81.71712024035172,6925707
2023-12-05,81.25846795592051,7406263
2023-12-06,81.21200888706743,14856224
2023-12-07,80.63223593085408,11034037
2023-12-08,81.4227666191001,14546734
2023-12-11,79.22067928599576,14603642
2023-12-12,79.72082738285367,7488779
2023-12-13,80.01675567520434,8656253
2023-12-14,80.24784201581811,10286121
2023-12-15,79.12350132059298,19360143
2023-12-18,77.31599493103958,2246122
2023-12-19,76.27540561533728,4905911
2023-12-20,76.20377396551191,6951587
2023-12-21,76.08966019374999,3741177
2023-12-22,75.8496655174046,10879333
2023-12-25,75.83831364345976,9925686
2023-12-26,74.62994276402434,8170113
2023-12-27,74.90041057907962,1234261
2023-12-28,72.38560777209482,18763624
2023-12-29,73.92885570685901,5344144
2024-01-01,73.49536346930351,14413593
2024-01-02,75.48917522623995,1137784
2024-01-03,75.27757160827187,18572718
2024-01-04,75.84488532038264,9965228
2024-01-05,78.2149000390455,2523417
2024-01-08,78.66895578947025,9502222
2024-01-09,77.69891853746375,15430403
2024-01-10,79.05854119925259,19695469
2024-01-11,79.50904608811233,6728656
2024-01-12,77.90191698583047,14217885
2024-01-15,75.97865402202392,4101152
2024-01-16,74.96037769640732,15217193
2024-01-17,77.05669046669092,15979865
2024-01-18,77.27070329662732,11096063
2024-01-19,77.19857745117582,3830490
2024-01-22,78.93620254390326,15585132
2024-01-23,81.57398156786046,19996588
2024-01-24,81.65650141258796,19270202
2024-01-25,82.67114337469133,5964821
2024-01-26,83.7229936038083,14619033
2024-01-29,85.45687286875537,1903305
2024-01-30,85.3216114918958,1817137
2024-01-31,87.2383198943265,17372716
2024-02-01,84.74363326132774,8457408
2024-02-02,85.3271017289295,2976679
2024-02-05,83.95154511882649,11227547
2024-02-06,83.15556419782607,6009457
2024-02-07,85.43789650287154,15885650
2024-02-08,84.89455666037206,9662234
2024-02-09,84.91729419454208,11828314
2024-02-12,84.56941892050178,7463463
2024-02-13,84.77044422235095,15027482
2024-02-14,86.38788151986327,19286797
2024-02-15,86.22168667038245,19777163
2024-02-16,87.80406833120658,8995357
2024-02-19,88.72851717781812,7954038
2024-02-20,86.80383216698074,10295178
2024-02-21,87.49514808626607,7581694
2024-02-22,89.47166075429061,19887960
2024-02-23,89.56376968928079,10477239
2024-02-26,89.99639593504193,14245135
2024-02-27,90.8521936088078,13487879
2024-02-28,92.68963602134272,12891427
2024-02-29,95.18083636302059,4402356
2024-03-01,96.83755421793082,18915610
2024-03-04,97.13295140068745,12471297
2024-03-05,98.48662132789376,13837420
2024-03-06,100.18115308997127,9230639
2024-03-07,98.4047636310601,16879775
2024-03-08,94.331986720013,6496599
2024-03-11,91.46059019875776,4029526
2024-03-12,91.12008752230032,7042927
2024-03-13,91.5363064824529,13966704
2024-03-14,89.86957858095217,14111608
2024-03-15,90.47538452067909,19888776
2024-03-18,90.69407359999065,17190291
2024-03-19,89.82178222886456,19397795
2024-03-20,90.98307593091305,17778663
2024-03-21,88.73466408248636,4719923
2024-03-22,88.9853021457011,8831869
2024-03-25,91.52435633841884,12603477
2024-03-26,91.20415675741083,4823932
2024-03-27,92.48499934438212,9784647
2024-03-28,93.7284222111694,4336117
2024-03-29,93.13252812163113,13417817
2024-04-01,90.87241635256396,17938737
2024-04-02,89.89598140457022,19982524
2024-04-03,90.41080089365374,17522404
2024-04-04,92.15306137420357,17866105
2024-04-05,89.52309589732378,8761554
2024-04-08,88.26343290660446,16016636
2024-04-09,88.31256907895323,6872019
2024-04-10,87.00348953329666,8569880
2024-04-11,89.3005721377876,12234435
2024-04-12,89.08512833639485,3083420
2024-04-15,89.52722652511973,16689344
2024-04-16,88.19898044363418,17822939
2024-04-17,89.35920753408446,1387314
2024-04-18,87.9027474819629,6657136
2024-04-19,88.62392860045978,10070222
2024-04-22,91.22353727520476,5747968
2024-04-23,92.59937350522908,12126506
2024-04-24,92.93005975543136,5461537
2024-04-25,91.63735119700941,14039044
2024-04-26,90.47629446983407,4863671
