Date,close,volume
2021-07-02,143.5797119140625,2247700
2021-07-06,141.84654235839844,3566700
2021-07-07,141.4269256591797,3042300
2021-07-08,139.07347106933594,3313700
2021-07-09,146.45310974121094,3638900
2021-07-12,150.37559509277344,3250200
2021-07-13,148.54208374023438,2536700
2021-07-14,144.8932647705078,4190900
2021-07-15,146.27069091796875,3069700
2021-07-16,143.68917846679688,1955100
2021-07-19,140.1224822998047,3757400
2021-07-20,144.10877990722656,3306200
2021-07-21,148.87954711914062,2508500
2021-07-22,147.25584411621094,2966600
2021-07-23,146.0244140625,3516300
2021-07-26,148.08595275878906,2055900
2021-07-27,148.2683868408203,2168000
2021-07-28,147.2193603515625,2314800
2021-07-29,149.5181121826172,2587900
2021-07-30,147.50218200683594,2661400
2021-08-02,146.04266357421875,3934600
2021-08-03,147.25584411621094,2868200
2021-08-04,147.03695678710938,2722800
2021-08-05,148.861328125,2749500
2021-08-06,152.50039672851562,3394500
2021-08-09,152.73931884765625,2239500
2021-08-10,156.83779907226562,3442500
2021-08-11,160.40338134765625,3880500
2021-08-12,162.59046936035156,3274300
2021-08-13,163.32562255859375,2368300
2021-08-16,162.94888305664062,2115000
2021-08-17,159.23631286621094,2791000
2021-08-18,158.07846069335938,1759900
2021-08-19,154.4761199951172,2478500
2021-08-20,154.58636474609375,2595700
2021-08-23,155.62481689453125,2019400
2021-08-24,156.26808166503906,1668400
2021-08-25,159.83360290527344,2184300
2021-08-26,157.72006225585938,1867100
2021-08-27,161.5520782470703,1747700
2021-08-30,151.802001953125,4300600
2021-08-31,152.51876831054688,3791800
2021-09-01,148.57644653320312,3342900
2021-09-02,147.08778381347656,3118100
2021-09-03,144.51466369628906,3361200
2021-09-07,144.2113800048828,3437100
2021-09-08,142.0702667236328,3342600
2021-09-09,143.15464782714844,2904600
2021-09-10,142.9524688720703,2855400
2021-09-13,146.04933166503906,3349600
2021-09-14,141.87725830078125,4075000
2021-09-15,146.03094482421875,3210800
2021-09-16,147.1887969970703,2627300
2021-09-17,146.637451171875,4829600
2021-09-20,143.69680786132812,3430000
2021-09-21,143.81625366210938,2845900
2021-09-22,146.6833953857422,3001400
2021-09-23,152.56471252441406,2977000
2021-09-24,152.70254516601562,2695100
2021-09-27,156.0015869140625,2611000
2021-09-28,153.81448364257812,2935900
2021-09-29,153.0517578125,2004500
2021-09-30,148.84295654296875,2712000
2021-10-01,153.0425262451172,2696400
2021-10-04,152.64739990234375,2759000
2021-10-05,155.0458984375,2089100
2021-10-06,154.26475524902344,2032000
2021-10-07,154.27395629882812,2011100
2021-10-08,155.11940002441406,1713200
2021-10-11,152.71170043945312,1929400
2021-10-12,154.06260681152344,1697500
2021-10-13,148.96238708496094,3849900
2021-10-14,152.55548095703125,2281500
2021-10-15,154.73345947265625,2762800
2021-10-18,155.45021057128906,1760600
2021-10-19,156.02915954589844,1955000
2021-10-20,159.208740234375,2614000
2021-10-21,152.26145935058594,3420600
2021-10-22,154.2372589111328,2943300
2021-10-25,155.00909423828125,2368800
2021-10-26,151.48953247070312,3204000
2021-10-27,140.1404571533203,7343000
2021-10-28,140.1404571533203,4440300
2021-10-29,138.78958129882812,3863700
2021-11-01,140.6090850830078,3181700
2021-11-02,139.59825134277344,3788000
2021-11-03,141.42698669433594,3334100
2021-11-04,141.0226593017578,2462500
2021-11-05,142.31837463378906,2389600
2021-11-08,142.9157257080078,2279200
2021-11-09,142.8238067626953,2154400
2021-11-10,143.6140594482422,2274600
2021-11-11,144.41360473632812,1822700
2021-11-12,144.6442108154297,2143700
2021-11-15,144.23834228515625,1772000
2021-11-16,141.8952178955078,2678300
2021-11-17,140.17022705078125,3107900
2021-11-18,141.1295928955078,2485400
2021-11-19,139.58905029296875,2754900
2021-11-22,141.33258056640625,2681000
2021-11-23,144.17372131347656,2596000
2021-11-24,143.77706909179688,2308700
2021-11-26,137.5965118408203,3081400
2021-11-29,135.62237548828125,4261600
2021-11-30,129.6355438232422,6024200
2021-12-01,127.6429672241211,3540600
2021-12-02,132.24612426757812,3028400
2021-12-03,130.8993377685547,2772900
2021-12-06,134.62611389160156,2928700
