,close,volume
2021-09-03,220.95314102655635,15722703
2021-09-06,238.47669927584005,8187845
2021-09-07,273.8367104008312,11141050
2021-09-08,245.5403815352003,10318594
2021-09-09,207.79079959560178,6574564
2021-09-10,209.3367364920009,2922036
2021-09-13,230.90263414063423,3376384
2021-09-14,231.55518008290966,16333734
2021-09-15,230.45314340885093,3955757
2021-09-16,242.15583218316945,5356198
2021-09-17,215.2762672608912,19209317
2021-09-20,210.825065590551,14243073
2021-09-21,209.18831803369162,9734886
2021-09-22,216.01396706765064,10185505
2021-09-23,213.19100758472516,18474722
2021-09-24,184.335211098124,3034633
2021-09-27,208.92549758621527,3146190
2021-09-28,197.5025019050361,16646613
2021-09-29,202.61754874035265,10374916
2021-09-30,213.4540218780932,11438784
2021-10-01,198.59121370320807,5484943
2021-10-04,230.67202547624865,5211138
2021-10-05,242.78805786216685,6827200
2021-10-06,284.78514722950536,7286503
2021-10-07,239.77444373573746,8657864
2021-10-08,214.5309370448449,11257001
2021-10-11,195.11258692274902,12526266
2021-10-12,225.5229322979842,18523412
2021-10-13,187.67450603003132,19736190
2021-10-14,172.20377165963995,16073798
2021-10-15,168.0739922143586,13788609
2021-10-18,156.85123413078117,6198119
2021-10-19,156.93094311704047,9431575
2021-10-20,155.27306247622556,15632835
2021-10-21,160.00385665631208,10577484
2021-10-22,178.23879260714065,16715212
2021-10-25,170.009715027462,16916889
2021-10-26,164.86648168683587,18165823
2021-10-27,178.4341629241408,15721227
2021-10-28,179.1004017091415,2788313
2021-10-29,167.9524160956164,14062853
2021-11-01,168.84945306109117,18784453
2021-11-02,167.58416304836723,18898565
2021-11-03,187.7837415857414,9781403
2021-11-04,198.26246305994036,8434883
2021-11-05,197.84678137960174,16176118
2021-11-08,201.7434161220284,7686390
2021-11-09,197.27465223355327,2696842
2021-11-10,212.56999176656524,3344497
2021-11-11,226.266010319746,14628897
2021-11-12,244.5846459687842,15671814
2021-11-15,233.0316093918603,1338474
2021-11-16,220.54332745663976,8768970
2021-11-17,226.70861626294194,3868254
2021-11-18,215.61364832103723,15345994
2021-11-19,215.92060005745557,17742883
2021-11-22,194.17898881174216,10814958
2021-11-23,244.1815691498292,18320765
2021-11-24,282.83658799290816,10922037
2021-11-25,278.3317930928485,11440343
2021-11-26,283.1087495140156,19371099
2021-11-29,264.1554448596897,12833095
2021-11-30,276.5582850270914,7989540
2021-12-01,284.67720011499654,15251879
2021-12-02,236.89164519108235,15612941
2021-12-03,259.7849855316505,15285467
2021-12-06,268.89233642243215,12252691
2021-12-07,283.74783191243904,3365237
2021-12-08,263.73748677219584,13175345
2021-12-09,281.62230615679084,1274840
2021-12-10,291.4048249462847,3784963
2021-12-13,295.50241632781723,15867040
2021-12-14,318.46123636782806,5287712
2021-12-15,295.22520840926353,3771358
2021-12-16,269.5762913645292,13768373
2021-12-17,284.3626908149671,11221154
2021-12-20,282.4117854686073,5757650
2021-12-21,288.84310378022485,12773862
2021-12-22,300.1597896768126,1364928
2021-12-23,270.28557630570907,3282488
2021-12-24,271.04394521541667,7123788
2021-12-27,273.7777352093305,10446380
2021-12-28,274.65381685781773,8031900
2021-12-29,256.25378191259006,17829011
2021-12-30,240.82932550075267,18518487
2021-12-31,209.22198853045833,16834289
2022-01-03,207.80549180116546,13550357
2022-01-04,225.44091246830766,13227174
2022-01-05,209.42218925193959,2621212
2022-01-06,205.81195415707154,17851483
2022-01-07,216.44324986999044,18046203
2022-01-10,183.9542380763106,5217400
2022-01-11,186.29119683510805,1060759
2022-01-12,184.1422802256525,17639661
2022-01-13,200.94791218144556,18897173
2022-01-14,205.38566083520993,15786175
2022-01-17,169.55097270707734,1746535
2022-01-18,182.39317299436289,5213812
2022-01-19,194.01802974881687,12652134
2022-01-20,202.9576673593942,1409537
2022-01-21,215.9497397276737,13155754
