Date,close,volume
2021-07-02,67.02348327636719,2884000
2021-07-06,65.42154693603516,3776900
2021-07-07,63.366363525390625,4430300
2021-07-08,62.42866897583008,6314800
2021-07-09,64.53854370117188,6362100
2021-07-12,65.09334564208984,3387600
2021-07-13,64.6479263305664,3512800
2021-07-14,62.24894714355469,3745600
2021-07-15,60.612483978271484,6226800
2021-07-16,58.79865646362305,3652400
2021-07-19,55.958553314208984,6348300
2021-07-20,56.88138961791992,7228100
2021-07-21,59.02142333984375,8755800
2021-07-22,58.631591796875,3059200
2021-07-23,57.68489456176758,3889300
2021-07-26,59.00550842285156,4237500
2021-07-27,57.85989761352539,4977300
2021-07-28,58.31338119506836,3546100
2021-07-29,58.63953399658203,4442900
2021-07-30,57.96332550048828,4708500
2021-08-02,56.97686767578125,5653200
2021-08-03,58.615665435791016,4718300
2021-08-04,56.27679443359375,4964400
2021-08-05,56.27679443359375,6534100
2021-08-06,56.427940368652344,4560900
2021-08-09,55.19483947753906,3909300
2021-08-10,54.677738189697266,16155800
2021-08-11,55.25849151611328,7844900
2021-08-12,55.52102279663086,3905000
2021-08-13,54.09699630737305,2509200
2021-08-16,52.4422492980957,3657800
2021-08-17,52.48203659057617,4609300
2021-08-18,51.99675369262695,5504100
2021-08-19,51.12166213989258,5467600
2021-08-20,51.28872299194336,3554000
2021-08-23,53.81059265136719,4195000
2021-08-24,54.45498275756836,3638900
2021-08-25,54.677738189697266,2362900
2021-08-26,53.64353561401367,3247400
2021-08-27,55.39371109008789,3440800
2021-08-30,53.6117057800293,4614000
2021-08-31,53.71513748168945,4744100
2021-09-01,52.79231262207031,3737900
2021-09-02,54.38338088989258,3541100
2021-09-03,54.08904266357422,2450200
2021-09-07,53.8344612121582,2274100
2021-09-08,53.44464874267578,2927300
2021-09-09,53.579891204833984,3286600
2021-09-10,53.412818908691406,2768900
2021-09-13,55.759681701660156,5099500
2021-09-14,55.306217193603516,4747900
2021-09-15,59.91242218017578,8412500
2021-09-16,58.84638595581055,4326800
2021-09-17,59.069156646728516,6397200
2021-09-20,56.90526580810547,5227600
2021-09-21,57.44623565673828,3871000
2021-09-22,59.34757995605469,4775400
2021-09-23,61.15346908569336,3893800
2021-09-24,62.131988525390625,5126200
2021-09-27,65.08345794677734,5002000
2021-09-28,65.01982116699219,5830500
2021-09-29,65.68804931640625,4809400
2021-09-30,63.85830307006836,6709300
2021-10-01,66.75410461425781,5179400
2021-10-04,68.7350082397461,6252600
2021-10-05,69.29187774658203,6931000
2021-10-06,68.8702392578125,5049100
2021-10-07,68.24971008300781,4286200
2021-10-08,72.02058410644531,4848700
2021-10-11,71.72624969482422,4611400
2021-10-12,71.69441986083984,4565100
2021-10-13,71.92514038085938,4415900
2021-10-14,72.383056640625,3583100
2021-10-15,71.62384796142578,3179500
2021-10-18,71.3760757446289,4664400
2021-10-19,72.0553970336914,2821100
2021-10-20,74.40501403808594,3799100
2021-10-21,72.64679718017578,3464400
2021-10-22,73.52591705322266,2202600
2021-10-25,75.15628051757812,3849100
2021-10-26,75.92350769042969,2617600
2021-10-27,74.35708618164062,3992200
2021-10-28,74.97245025634766,2284600
2021-10-29,73.89353942871094,2293900
2021-11-01,74.69275665283203,3190600
2021-11-02,74.18125915527344,2327300
2021-11-03,72.68675994873047,4917500
2021-11-04,72.64679718017578,5006500
2021-11-05,76.01940155029297,7202000
2021-11-08,77.5138931274414,3487300
2021-11-09,77.60980224609375,2439400
2021-11-10,75.35608673095703,4271500
2021-11-11,75.85955810546875,3068600
2021-11-12,75.7956314086914,3539500
2021-11-15,74.48494720458984,6183400
2021-11-16,73.44601440429688,4718800
2021-11-17,71.99147033691406,6058000
2021-11-18,71.62384796142578,4543000
2021-11-19,68.47501373291016,5732400
